modelo;id_work_center;tiempo;piezas
543;10;0.06;1
543;14;0.043;2
544;3;0.192;1
544;1;0.03;1
544;4;0.007;1
544;5;0.051;1
544;6;0.0096;1
544;10;0.03;1
546;2;0.15;5
546;3;0.192;1
546;1;0.03;1
546;4;0.007;1
546;5;0.051;1
546;6;0.0096;5
546;10;0.03;1
546;14;0.043;2
547;3;0.192;1
547;1;0.03;1
547;4;0.007;1
547;5;0.051;1
547;6;0.0096;1
547;10;0.03;1
547;14;0.043;2
550;11;0.006;2
550;2;0.04;5
550;3;0.026;4
550;1;0.136;5
550;4;0.085;4
550;6;0.041;6
550;14;0.0193;2
550;9;0.2522;1
556;11;0.006;2
556;2;0.04;5
556;3;0.026;4
556;1;0.136;5
556;4;0.085;4
556;6;0.041;6
556;14;0.0193;2
556;9;0.2522;1
600;2;0.0275;2
600;3;0.1041;3
600;1;0.0198;2
600;4;0.0463;2
600;5;0.0268;2
600;6;0.041;3
600;10;0.0225;1
600;14;0.022;2
601;2;0.0915;2
601;3;0.1041;3
601;1;0.0425;2
601;4;0.0458;2
601;5;0.095;2
601;6;0.0571;3
601;10;0.0208;1
601;14;0.043;2
602;2;0.0413;3
602;3;0.1561;6
602;1;0.0425;3
602;4;0.0497;3
602;5;0.0305;3
602;6;0.0734;6
602;10;0.1153;1
602;14;0.043;2
604;11;0.04;12
604;3;0.035;1
604;1;0.069;7
604;4;0.081;7
604;6;0.014;1
604;9;0.1944;1
606;1;0.069;6
606;4;0.081;6
606;14;0.043;2
606;9;0.183;1
608;2;0.0968;2
608;3;0.06;3
608;1;0.1282;8
608;4;0.1479;8
608;6;0.0033;3
608;14;0.022;2
608;9;0.4073;1
610;11;0.02;12
610;3;0.14;3
610;1;0.057;7
610;4;0.061;7
610;6;0.014;3
610;8;0.077;1
615;10;0.116;1
617;10;0.01;1
617;14;0.083;2
618;6;0.02;2
618;10;0.019;1
618;14;0.043;2
623;2;0.11;5
623;3;0.06;7
623;1;0.14;2
623;4;0.095;2
623;5;0.092;2
623;6;0.014;5
623;10;0.069;1
623;14;0.043;2
625;2;0.2;4
625;3;0.261;7
625;1;0.282;4
625;4;0.078;4
625;5;0.568;4
625;6;0.02;7
625;10;0.103;1
625;14;0.043;2
626;2;0.2;4
626;3;0.16;7
626;1;0.298;4
626;4;0.092;4
626;5;0.568;4
626;6;0.02;7
626;10;0.103;1
626;14;0.043;2
627;2;0.2;2
627;3;0.174;3
627;1;0.046;2
627;4;0.043;2
627;5;0.031;2
627;6;0.02;3
627;10;0.102;1
627;14;0.043;2
630;2;0.0277;2
630;3;0.174;6
630;1;0.066;3
630;4;0.0837;3
630;5;0.0305;3
630;6;0.049;10
630;10;0.0225;1
630;14;0.026;2
631;2;0.06;2
631;3;0.136;5
631;1;0.037;1
631;4;0.027;1
631;5;0.051;1
631;6;0.0192;7
631;10;0.069;1
631;14;0.043;2
637;6;0.02;2
637;10;0.019;1
637;14;0.043;2
638;10;0.008;1
642;11;0.01;25
642;3;0.078;4
642;1;0.069;8
642;4;0.081;8
642;6;0.014;3
642;8;0.183;1
643;11;0.0138;12
643;3;0.0428;3
643;1;0.0945;7
643;4;0.031;6
643;7;0.0833;1
643;6;0.014;3
643;8;0.0842;1
644;2;0.06;1
644;3;0.064;3
644;1;0.029;1
644;4;0.022;1
644;5;0.025;1
644;6;0.002;3
644;10;0.019;1
644;14;0.0043;2
645;2;0.06;1
645;3;0.064;3
645;1;0.029;1
645;4;0.022;1
645;5;0.095;1
645;6;0.02;3
645;10;0.019;1
645;14;0.043;2
650;1;0.158;10
650;4;0.172;10
650;14;0.043;2
650;9;0.749;1
652;11;0.064;2
652;1;0.067;6
652;4;0.075;6
652;6;0.01;2
652;14;0.043;2
652;9;0.157;1
656;2;0.22;2
656;3;0.1249;5
656;1;0.568;2
656;4;0.191;2
656;5;0.278;2
656;6;0.103;5
656;10;0.116;1
656;14;0.043;2
657;2;0.22;2
657;3;0.1249;5
657;1;0.568;2
657;4;0.208;2
657;5;0.278;2
657;6;0.103;5
657;10;0.116;1
657;14;0.043;2
666;11;0;1
666;2;0.09;4
666;3;0.058;4
666;1;0.029;1
666;4;0.022;1
666;5;0.015;1
666;6;0.02;4
666;10;0.019;1
666;14;0.043;2
678;11;0.0205;4
678;3;0.05;4
678;1;0.0929;8
678;4;0.0425;8
678;6;0.0194;5
678;8;0.1234;1
680;6;0.002;2
680;10;0.019;1
680;14;0.043;2
692;7;0.05;1
702;11;0;1
702;2;0.24;8
702;3;0.1079;5
702;1;0.03;1
702;4;0.007;1
702;5;0.051;1
702;6;0.0096;5
702;10;0.03;1
702;14;0.043;2
719;11;0.0158;1
719;2;0.113;12
719;3;0.1079;5
719;1;0.0315;1
719;4;0.0097;1
719;5;0.0255;1
719;6;0.041;5
719;10;0.0528;1
719;14;0.022;2
750;2;0.06;4
750;3;0.054;4
750;1;0.029;1
750;4;0.022;1
750;5;0.095;1
750;6;0.02;6
750;10;0.019;1
750;14;0.043;2
794;1;0.084;4
794;4;0.089;4
794;5;0.173;4
794;6;0.0096;10
794;10;0.027;1
794;14;0.043;2
795;1;0.094;4
795;4;0.099;4
795;5;0.173;4
795;6;0.0096;10
795;10;0.027;1
795;14;0.043;2
797;1;0.057;4
797;4;0.022;4
797;5;0.055;4
797;6;0.02;4
797;10;0.089;1
797;14;0.043;2
798;11;0.002;1
798;3;0;4
798;1;0.084;4
798;4;0.089;4
798;5;0.173;4
798;6;0.096;12
798;10;0.027;1
798;14;0.043;2
803;11;0.0097;1
803;2;0.0412;6
803;3;0.0608;4
803;1;0.0173;1
803;4;0.0222;1
803;5;0.0305;1
803;6;0.041;5
803;10;0.0587;1
803;14;0.05;2
804;11;0.018;6
804;2;0.1096;10
804;3;0.0911;7
804;1;0.0551;2
804;4;0.0499;2
804;5;0.0305;2
804;6;0.0816;8
804;10;0.0528;1
804;14;0.043;2
805;11;0.1;2
805;2;0.24;10
805;3;0.23;7
805;1;0.032;3
805;4;0.165;3
805;5;0.165;3
805;6;0.13;8
805;10;0.109;1
805;14;0.043;2
806;11;0.011;2
806;2;0.06;6
806;3;0.063;4
806;1;0.058;2
806;4;0.044;2
806;5;0.19;2
806;6;0.02;6
806;10;0.019;1
806;14;0.043;2
808;11;0.128;6
808;2;0.4;10
808;3;0.0954;7
808;1;0.089;4
808;4;0.086;4
808;5;0.05;4
808;6;0.038;11
808;10;0.069;1
808;14;0.043;2
809;11;0.011;2
809;2;0.06;6
809;3;0.063;4
809;1;0.058;2
809;4;0.044;2
809;5;0.19;2
809;6;0.02;6
809;10;0.019;1
809;14;0.043;2
810;2;0.4;11
810;3;0.136;11
810;1;0.046;2
810;4;0.043;2
810;5;0.191;2
810;6;0.02;11
810;10;0.102;1
811;11;0.002;9
811;3;0.021;2
811;1;0.055;7
811;4;0.06;7
811;6;0.014;2
811;8;0.075;1
813;11;0.0077;2
813;2;0.08;6
813;3;0.0608;4
813;1;0.0298;1
813;4;0.0252;1
813;5;0.0488;1
813;6;0.0816;5
813;10;0.0242;1
813;14;0.043;2
834;7;0.05;1
846;1;0.031;4
846;4;0.173;4
846;5;0.58;4
846;10;0.57;1
846;14;0.043;4
900;11;0.005;4
900;1;0.0161;1
900;4;0.0005;1
900;6;0.0017;4
900;9;0.1529;1
901;11;0.005;4
901;1;0.0161;1
901;4;0.0005;1
901;6;0.0017;1
901;14;0.0193;2
901;9;0.1529;1
910;7;0.120228571;1
911;7;0.024;2
912;7;0.2404;2
913;7;0.2404;2
914;7;0.2404;2
917;7;0.2404;2
918;7;0.2404;2
920;7;0.1202;1
921;7;0.1202;1
929;7;0.1202;1
1000;11;0.0178;1
1000;2;0.0915;8
1000;3;0.0478;4
1000;1;0.0556;2
1000;4;0.0317;2
1000;5;0.0265;2
1000;6;0.041;5
1000;10;0.0577;1
1000;14;0.022;2
1001;11;0.093;1
1001;2;0.11;2
1001;3;0.0608;4
1001;1;0.057;2
1001;4;0.022;2
1001;5;0.095;2
1001;6;0.02;5
1001;10;0.102;1
1001;14;0.043;2
1003;11;0.0478;1
1003;2;0.0915;2
1003;3;0.0603;4
1003;1;0.0389;2
1003;4;0.0429;2
1003;5;0.0268;2
1003;6;0.0816;5
1003;10;0.102;1
1003;14;0.043;2
1005;2;0.15;5
1005;3;0.0608;3
1005;1;0.043;1
1005;4;0.028;1
1005;5;0.095;2
1005;6;0.0144;3
1005;10;0.026;1
1005;14;0.043;2
1006;11;0.093;1
1006;2;0.15;2
1006;3;0.0608;3
1006;1;0.043;1
1006;4;0.028;1
1006;5;0.095;1
1006;6;0.0144;5
1006;10;0.026;1
1006;14;0.043;2
1009;11;0.013;1
1009;2;0.08;2
1009;3;0.58;2
1009;1;0.057;1
1009;4;0.022;1
1009;5;0.095;1
1009;6;0.02;3
1009;10;0.102;1
1009;14;0.043;2
1010;11;0.002;2
1010;2;0.44;8
1010;3;0.11;4
1010;1;0.046;1
1010;4;0.043;1
1010;5;0.191;1
1010;6;0.02;5
1010;10;0.102;1
1010;14;0.043;2
1011;11;0.002;2
1011;2;0.79;14
1011;3;0.12;4
1011;1;0.24;2
1011;4;0.032;2
1011;5;0.03;1
1011;6;0.019;5
1011;10;0.0096;1
1011;14;0.043;2
1012;11;0.002;2
1012;2;0.4;5
1012;3;0.108;4
1012;1;0.24;1
1012;4;0.022;1
1012;5;0.03;1
1012;6;0.019;5
1012;10;0.0096;1
1012;14;0.043;2
1013;11;0.02;2
1013;2;0.37;5
1013;3;0.108;3
1013;1;0.24;1
1013;4;0.022;1
1013;5;0.03;1
1013;6;0.019;3
1013;10;0.0096;1
1013;14;0.043;2
1014;11;0.004;2
1014;2;0.4;9
1014;3;0.216;3
1014;1;0.48;2
1014;4;0.044;2
1014;5;0.06;2
1014;6;0.019;7
1014;10;0.02;1
1014;14;0.043;2
1015;11;0.002;2
1015;2;0.2;5
1015;3;0.108;3
1015;1;0.24;1
1015;4;0.022;1
1015;5;0.03;1
1015;6;0.019;5
1015;10;0.0096;1
1015;14;0.043;2
1020;11;0.006;4
1020;2;0.0088;2
1020;3;0.0386;4
1020;1;0.158;10
1020;4;0.1722;10
1020;6;0.041;4
1020;14;0.022;4
1020;9;0.441;1
1023;2;0.066;2
1023;3;0.09;4
1023;1;0.204;10
1023;4;0.207;10
1023;6;0.01;2
1023;14;0.043;4
1023;9;0.922;1
1024;2;0.06;2
1024;3;0.09;4
1024;1;0.2;10
1024;4;0.201;10
1024;6;0.01;2
1024;14;0.043;2
1024;9;0.922;1
1027;2;0.066;2
1027;3;0.09;4
1027;1;0.224;8
1027;4;0.237;8
1027;6;0.01;2
1027;14;0.043;2
1027;9;0.922;1
1030;11;0.006;18
1030;2;0.0278;2
1030;3;0.0533;7
1030;1;0.1862;10
1030;4;0.1899;10
1030;6;0.041;7
1030;14;0.022;4
1030;8;0.0628;1
1030;9;0.2491;1
1031;11;0.04;18
1031;2;0.066;2
1031;3;0.11;7
1031;1;0.136;10
1031;4;0.17;10
1031;6;0.01;7
1031;14;0.043;4
1031;8;0.55;1
1031;9;0.922;1
1033;11;0.04;18
1033;2;0.019;2
1033;3;0.11;7
1033;1;0.136;10
1033;4;0.6;10
1033;6;0.0096;7
1033;14;0.043;4
1033;8;0;1
1033;9;0.922;1
1034;11;0.04;18
1034;2;0.066;2
1034;3;0.11;7
1034;1;0.136;11
1034;4;0.17;11
1034;6;0.01;7
1034;14;0.043;4
1034;8;0.55;1
1034;9;0.922;1
1035;11;0.04;18
1035;2;0.019;2
1035;3;0.11;7
1035;1;0.136;10
1035;4;0.6;10
1035;6;0.0096;7
1035;14;0.043;4
1035;8;0;1
1035;9;0.922;1
1040;11;0.006;18
1040;2;0.0278;2
1040;3;0.0176;7
1040;1;0.1862;10
1040;4;0.1899;10
1040;6;0.041;7
1040;14;0.0193;2
1040;8;0.1612;1
1040;9;0.2491;1
1043;11;0.04;18
1043;2;0.019;2
1043;3;0.11;7
1043;1;0.136;10
1043;4;0.6;10
1043;6;0.0096;7
1043;14;0.043;4
1043;8;0;1
1043;9;0.922;1
1044;11;0.04;18
1044;2;0.019;2
1044;3;0.11;7
1044;1;0.136;10
1044;4;0.6;10
1044;6;0.0096;7
1044;14;0.043;4
1044;8;0.55;1
1044;9;0.922;1
1045;11;0.006;18
1045;2;0.0278;2
1045;3;0.0533;7
1045;1;0.1862;10
1045;4;0.1899;10
1045;6;0.041;25
1045;14;0.022;4
1045;8;0.1612;1
1045;9;0.2491;1
1050;11;0.156;4
1050;2;0.06;2
1050;3;0.049;4
1050;1;0.211;9
1050;4;0.217;9
1050;6;0.0096;4
1050;14;0.043;4
1050;9;0.914;1
1051;11;0.156;4
1051;2;0.03;2
1051;3;0.039;4
1051;1;0.1;11
1051;4;0.092;11
1051;6;0.0096;4
1051;14;0.043;4
1051;9;0.814;1
1052;11;0.006;4
1052;2;0.0278;2
1052;3;0.0386;4
1052;1;0.2113;12
1052;4;0.22;12
1052;6;0.041;4
1052;14;0.022;4
1052;9;0.3584;1
1054;11;0.156;4
1054;2;0.066;2
1054;3;0.09;4
1054;1;0.204;12
1054;4;0.207;12
1054;6;0.01;4
1054;14;0.043;4
1054;9;0.922;1
1055;11;0.156;4
1055;2;0.0278;2
1055;3;0.0533;4
1055;1;0.0362;12
1055;4;0.1899;12
1055;6;0.0115;4
1055;14;0.022;4
1055;9;0.3785;1
1061;11;0.186;4
1061;2;0.3;13
1061;3;0.2;7
1061;1;0.074;2
1061;4;0.024;2
1061;5;0.15;2
1061;6;0.04;11
1061;10;0.204;1
1061;14;0.043;2
1062;11;0.186;4
1062;2;0.11;13
1062;3;0.216;7
1062;1;0.114;2
1062;4;0.044;2
1062;5;0.19;2
1062;6;0.04;11
1062;10;0.204;1
1062;14;0.043;2
1071;11;0.036;18
1071;2;0.06;2
1071;3;0.049;8
1071;1;0.075;7
1071;4;0.062;7
1071;6;0.01;6
1071;8;0.077;1
1072;11;0.0205;18
1072;3;0.05;6
1072;1;0.1006;8
1072;4;0.042;8
1072;6;0.019;5
1072;8;0.1234;1
1073;11;0.02;18
1073;3;0.058;4
1073;1;0.065;7
1073;4;0.051;7
1073;6;0.019;5
1073;8;0.112;1
1090;11;0.005;3
1090;3;0.067;1
1090;6;0.005;1
1090;10;0.012;1
1090;14;0.033;2
1091;11;0.005;2
1091;3;0.121;1
1091;10;0.019;1
1091;14;0.043;2
1092;10;0.116;1
1093;10;0.019;1
1093;14;0.043;2
1094;10;0.019;1
1094;14;0.043;2
1095;10;0.019;1
1095;14;0.043;2
1096;1;0.029;1
1096;4;0.022;1
1096;10;0.019;1
1096;14;0.043;2
1097;1;0.029;1
1097;4;0.022;1
1097;10;0.019;1
1097;14;0.043;2
1099;10;0.019;1
1099;14;0.043;2
1100;2;0.44;13
1100;3;0.11;7
1100;1;0.046;1
1100;4;0.043;1
1100;5;0.191;1
1100;6;0.02;5
1100;10;0.102;1
1100;14;0.043;2
1101;11;0.0037;2
1101;2;0.8247;23
1101;3;0.2033;11
1101;1;0.068;2
1101;4;0.0733;2
1101;5;0.0612;2
1101;6;0.02;13
1101;10;0.103;1
1101;14;0.043;2
1103;11;0.278;8
1103;2;0.22;41
1103;3;0.11;21
1103;1;0.282;4
1103;4;0.078;4
1103;5;0.568;4
1103;6;0.08;29
1103;10;0.103;1
1103;14;0.043;4
1124;10;0.019;1
1124;14;0.043;2
1140;11;0.093;2
1140;2;0.23;2
1140;3;0.57;7
1140;1;0.1;2
1140;4;0.115;2
1140;5;0.401;2
1140;6;0.076;9
1140;10;0.069;1
1140;14;0.043;2
1141;11;0.093;2
1141;2;0.33;18
1141;3;0.77;10
1141;1;0.1;3
1141;4;0.115;3
1141;5;0.401;3
1141;6;0.086;12
1141;10;0.069;1
1141;14;0.043;2
1157;11;0.08;17
1157;3;0.078;4
1157;1;0.084;12
1157;4;0.039;12
1157;6;0.014;4
1157;9;0.194;1
1159;11;0.04;16
1159;3;0.11;4
1159;1;0.136;14
1159;4;0.017;14
1159;6;0.0096;5
1159;14;0.043;2
1159;9;0.922;1
12060;11;0.0168;4
12060;2;0.057;1
12060;3;0;1
12060;1;0.0339;4
12060;7;0.008;2
12060;6;0.005;6
12075;11;0.032;4
12075;2;0.06;1
12075;3;0;1
12075;1;0.018;4
12075;7;0.008;2
12075;6;0.02;6
12090;11;0.032;4
12090;2;0.06;3
12090;3;0;1
12090;1;0.018;4
12090;7;0.008;2
12090;6;0.02;6
16060;11;0.092;4
16060;2;0.06;3
16060;3;0;1
16060;1;0.018;4
16060;7;0.008;2
16060;6;0.02;6
16075;11;0.0168;4
16075;2;0.0732;3
16075;3;0;1
16075;1;0.0392;4
16075;7;0.008;2
16075;6;0.005;6
16090;11;0.032;4
16090;2;0.06;3
16090;1;0.018;4
16090;6;0.02;6
21810;1;0.5;9
21810;4;0.418;9
21810;5;0.613;9
21810;6;0.02;36
21810;10;0.73;1
21810;14;0;2
21814;1;0.03;13
21814;4;0.118;13
21814;5;0.113;13
21814;6;0.02;48
21814;10;0.03;1
21814;14;0.043;6
120120;11;0.0225;4
120120;2;0.0732;1
120120;3;0;1
120120;1;0.0373;4
120120;7;0.008;2
120120;6;0.005;6
160120;11;0.0225;4
160120;2;0.0732;3
160120;3;0;1
160120;1;0.041;4
160120;7;0.008;2
160120;6;0.005;6
180120;11;0.032;4
180120;2;0.06;3
180120;3;0;1
180120;1;0.018;4
180120;7;0.008;2
180120;6;0.02;6
22120004;2;0.0042;1
22401001;2;0.038;1
22401009;2;0.0253;1
22401010;2;0.0253;1
22501011;11;0.0087;1
22501018;11;0.0031;1
22501020;11;0.0006;1
22501037;11;0.0009;1
22501038;11;0.0009;1
22901004;2;0.028;2
22901004;3;0.089;1
1000-1;11;0.093;1
1000-1;2;0.091;5
1000-1;3;0.108;3
1000-1;1;0.057;2
1000-1;4;0.022;2
1000-1;5;0.095;2
1000-1;6;0.02;4
1000-1;10;0.102;1
1000-1;14;0.043;2
1001-1;11;0.093;1
1001-1;2;0.15;8
1001-1;3;0.0508;3
1001-1;1;0.043;2
1001-1;4;0.028;2
1001-1;5;0.095;1
1001-1;6;0.0144;5
1001-1;10;0.026;1
1001-1;14;0.043;2
1002-1;11;0.093;1
1002-1;2;0.105;5
1002-1;3;0.0508;3
1002-1;1;0.057;2
1002-1;4;0.022;2
1002-1;5;0.095;2
1002-1;6;0.02;4
1002-1;10;0.1;1
1002-1;14;0.043;2
106XL;11;0.0207;9
106XL;3;0.0667;6
106XL;1;0.1044;8
106XL;4;0.0668;8
106XL;6;0.0333;7
106XL;8;0.2013;1
1102;11;0.278;2
1102;2;0.22;32
1102;3;0.11;16
1102;1;0.282;3
1102;4;0.078;3
1102;5;0.568;3
1102;6;0.02;18
1102;10;0.103;1
1102;14;0.043;2
1155-A;2;0.04;4
1155-A;3;0.12;1
1155-A;1;0.252;15
1155-A;4;0.307;15
1155-A;6;0.024;1
1155-A;14;0.043;2
1155-A;9;0.1524;1
1155-B;11;0.03;15
1155-B;3;0.11;3
1155-B;1;0.027;2
1155-B;4;0.023;2
1155-B;6;0.014;4
1155-B;8;0.147;1
115C;2;0;1
115C;3;0;4
115C;1;0.132;6
115C;4;0.062;6
115C;6;0;4
115C;14;0.043;2
115C;9;0.524;1
118XL;11;0.09;4
118XL;2;0.06;3
118XL;3;0.1372;4
118XL;1;0.066;4
118XL;4;0.043;3
118XL;5;0.12;3
118XL;6;0.2;5
118XL;10;0.57;1
118XL;14;0.043;4
133A;3;0.108;3
133A;1;0.043;2
133A;4;0.028;2
133A;5;0.095;2
133A;6;0.01;3
133A;10;0.03;1
133A;14;0.043;2
133B;11;0.0138;14
133B;3;0.0428;6
133B;1;0.1117;8
133B;4;0.0378;8
133B;6;0.014;6
133B;8;0.0842;1
134A;2;0.15;4
134A;3;0.08;3
134A;1;0.043;2
134A;4;0.028;2
134A;5;0.06;2
134A;6;0.01;3
134A;10;0.03;1
134A;14;0.043;2
134B;11;0.0138;12
134B;3;0.0428;3
134B;1;0.1117;8
134B;4;0.0378;8
134B;6;0.014;3
134B;8;0.0842;1
138A;2;0.15;8
138A;3;0.108;6
138A;1;0.043;3
138A;4;0.028;3
138A;5;0.095;3
138A;6;0.01;6
138A;10;0.03;1
138A;14;0.043;2
138B;11;0.0138;12
138B;3;0.0428;3
138B;1;0.1117;8
138B;4;0.0378;8
138B;6;0.014;3
138B;8;0.0842;1
399CC;11;0.0047;1
399CC;2;0.05;1
399CC;6;0.005;2
716A;11;0.02;4
716A;3;0.078;2
716A;1;0.075;2
716A;4;0.062;2
716A;5;0.163;2
716A;6;0.02;2
716A;10;0.027;1
716A;14;0.043;2
716B;11;0.002;4
716B;3;0.078;4
